"股票代码","股票简称","高管姓名","高管职务","高管薪酬","高管性别","高管国籍","高管学历","高管毕业学校"
"002346.SZ","柘中股份","陆嵩","财务总监","100000.0","男","中国","硕士","美国休斯顿大学"
"002346.SZ","柘中股份","陆嵩","副总经理","100000.0","男","中国","硕士","美国休斯顿大学"
"002346.SZ","柘中股份","杨海来","内审机构负责人","60000.0","女","中国","不详","不详"
"002346.SZ","柘中股份","田怡","证券事务代表","","女","中国","本科","不详"
"002346.SZ","柘中股份","张丰慧","内审部负责人","","女","中国","本科","不详"
"002351.SZ","漫步者","张文东","总经理","478400.0","男","中国","硕士","不详"
"002351.SZ","漫步者","肖敏","副总经理","352500.0","男","中国","本科","不详"
"002351.SZ","漫步者","王晓红","审计部经理","322900.0","女","加拿大","本科","不详"
"002351.SZ","漫步者","贺春雨","证券事务代表","","女","中国","本科","东北财经大学"
"002351.SZ","漫步者","李晓东","副总经理, 董事会秘书","469900.0","男","中国","硕士","北京航空航天大学"
"002351.SZ","漫步者","王红蓉","财务总监","478100.0","女","中国","硕士","不详"
"002351.SZ","漫步者","张文昇","副总经理","353000.0","男","中国","本科","不详"
"002351.SZ","漫步者","温煜","副总经理","512800.0","男","中国","本科","不详"
"002351.SZ","漫步者","邓隆木","副总经理","493900.0","男","中国","大专","不详"
"002356.SZ","赫美集团","李丽","副总经理","360000.0","女","中国","本科","不详"
"002356.SZ","赫美集团","王磊","代董事会秘书","0.0","男","中国","不详","不详"
"002356.SZ","赫美集团","李小阳","副总经理","340900.0","男","中国","本科","不详"
"002356.SZ","赫美集团","韩霞","财务总监","421900.0","女","中国","大专","不详"
"002356.SZ","赫美集团","柏克","副总经理","1461400.0","男","澳大利亚","硕士","不详"
"002356.SZ","赫美集团","于阳","总经理","386600.0","男","中国","硕士","不详"
"002356.SZ","赫美集团","田希","证券事务代表","","女","中国","本科","不详"
"002356.SZ","赫美集团","江文才","内审负责人","","男","中国","本科","不详"
"002356.SZ","赫美集团","黄裕雄","副总经理","","男","中国","不详","不详"
"002354.SZ","天神娱乐","管丽","内部审计负责人","","女","中国","本科","长春税务学院"
"002354.SZ","天神娱乐","刘笛","证券事务代表","","男","中国","本科","不详"
"002354.SZ","天神娱乐","李春","副总经理","80000.0","男","中国","不详","不详"
"002354.SZ","天神娱乐","相卫轻","财务总监","37000.0","男","中国","不详","不详"
"002354.SZ","天神娱乐","杨锴","总经理","","男","中国","博士","不详"
"002354.SZ","天神娱乐","刘玉萍","副总经理, 董事会秘书","","女","中国","硕士","不详"
"002354.SZ","天神娱乐","石波涛","副总经理","1703000.0","男","中国","不详","不详"
"002354.SZ","天神娱乐","尹春芬","副总经理","1285000.0","女","中国","不详","不详"
"002354.SZ","天神娱乐","张新辉","审计部经理","","男","中国","本科","不详"
"002355.SZ","兴民智通","崔积旺","副总经理","200000.0","男","中国","大专","不详"
"002355.SZ","兴民智通","邹志强","副总经理","210000.0","男","中国","大专","不详"
"002355.SZ","兴民智通","崔积和","副总经理","100000.0","男","中国","大专","不详"
"002355.SZ","兴民智通","刘荫成","财务总监","100000.0","男","中国","本科","不详"
"002355.SZ","兴民智通","高赫男","总经理","210000.0","男","中国","本科","不详"
"002355.SZ","兴民智通","张涛","副总经理","80000.0","男","中国","高中","不详"
"002355.SZ","兴民智通","史明玮","内审部负责人","","女","中国","大专","不详"
"002355.SZ","兴民智通","糜锋","副总经理","100000.0","男","中国","硕士","不详"
"002355.SZ","兴民智通","宋晓刚","副总经理, 董事会秘书","450000.0","男","中国","博士","不详"
"002355.SZ","兴民智通","张人杰","副总经理","800000.0","男","中国","硕士","不详"
"002355.SZ","兴民智通","王昭","证券事务代表","","女","中国","本科","不详"
"002360.SZ","同德化工","邬庆文","董事会秘书","160800.0","男","中国","硕士","不详"
"002360.SZ","同德化工","邬庆文","总经理","160800.0","男","中国","硕士","不详"
"002360.SZ","同德化工","金富春","财务总监","133900.0","男","中国","硕士","不详"
"002360.SZ","同德化工","张宁","证券事务代表","","男","中国","本科","不详"
"002360.SZ","同德化工","邬敦伟","副总经理","130200.0","男","中国","硕士","不详"
"002360.SZ","同德化工","白建明","副总经理","248100.0","男","中国","本科","不详"
"002360.SZ","同德化工","韩二凤","审计部负责人","","女","中国","本科","不详"
"002360.SZ","同德化工","张烘","副总经理","129700.0","男","中国","硕士","不详"
"002362.SZ","汉王科技","刘昌平","总经理","677800.0","男","中国","博士","中国科学院"
"002362.SZ","汉王科技","徐冬坚","副总经理","584600.0","男","中国","硕士","不详"
"002362.SZ","汉王科技","王红岗","副总经理","513900.0","男","中国","本科","不详"
"002362.SZ","汉王科技","张健","副总经理","605500.0","男","中国","本科","不详"
"002362.SZ","汉王科技","李志峰","副总经理","597900.0","男","中国","硕士","不详"
"002362.SZ","汉王科技","朱德永","副总经理, 董事会秘书","603200.0","男","中国","硕士","不详"
"002362.SZ","汉王科技","杨晶涛","副总经理","525900.0","男","中国","硕士","不详"
"002362.SZ","汉王科技","王杰","副总经理","513900.0","男","中国","硕士","不详"
"002362.SZ","汉王科技","韩峰","副总经理","405400.0","男","中国","硕士","不详"
"002362.SZ","汉王科技","王坤","副总经理","","男","中国","不详","不详"
"002362.SZ","汉王科技","林强","副总经理","","男","中国香港","不详","不详"
"002362.SZ","汉王科技","侯云","副总经理","","男","中国","不详","不详"
"002362.SZ","汉王科技","黄磊","副总经理","460900.0","男","中国","博士","中国科学院"
"002362.SZ","汉王科技","马玉飞","财务负责人","443300.0","女","中国","硕士","不详"
"002362.SZ","汉王科技","高崇丽","审计部负责人","","女","中国","本科","不详"
"002362.SZ","汉王科技","周英瑜","证券事务代表","","女","中国","本科","不详"
"002357.SZ","富临运业","王志","副总经理","","男","中国","本科","不详"
"002357.SZ","富临运业","王大平","审计负责人","249300.0","男","中国","中专","不详"
"002357.SZ","富临运业","杨小春","总会计师","279600.0","男","中国","硕士","不详"
"002357.SZ","富临运业","佘培","副总经理","222200.0","男","中国","大专","不详"
"002357.SZ","富临运业","汤元玲","证券事务代表","","女","中国","本科","不详"
"002357.SZ","富临运业","李明远","副总经理","","男","中国","本科","不详"
"002357.SZ","富临运业","蔡亮发","总经理","313100.0","男","中国","本科","不详"
"002357.SZ","富临运业","曹洪","董事会秘书","327500.0","男","中国","本科","不详"
"002357.SZ","富临运业","曹洪","副总经理","327500.0","男","中国","本科","不详"
"002363.SZ","隆基机械","张海燕","总经理","220000.0","女","中国","本科","不详"
"002363.SZ","隆基机械","王德生","副总经理","160000.0","男","中国","大专","不详"
"002363.SZ","隆基机械","呼国功","证券事务代表","84000.0","男","中国","大专","不详"
"002363.SZ","隆基机械","刘玉里","副总经理","200000.0","男","中国","大专","不详"
"002363.SZ","隆基机械","刘建","董事会秘书, 财务总监","150000.0","男","中国","大专","不详"
"002363.SZ","隆基机械","刘建","副总经理","150000.0","男","中国","大专","不详"
"002363.SZ","隆基机械","刘红进","内部审计负责人","","男","中国","大专","不详"
"002364.SZ","中恒电气","赵大春","总经理","395800.0","男","中国","本科","不详"
"002364.SZ","中恒电气","孙丹","副总经理","328400.0","女","中国","硕士","不详"
"002364.SZ","中恒电气","徐增新","副总经理","315500.0","男","中国","硕士","不详"
"002364.SZ","中恒电气","陈志云","董事会秘书","320400.0","男","中国","硕士","不详"
"002364.SZ","中恒电气","陈志云","副总经理","320400.0","男","中国","硕士","不详"
"002364.SZ","中恒电气","段建平","财务总监","135900.0","男","中国","硕士","不详"
"002364.SZ","中恒电气","聂连文","内部审计负责人","","男","中国","本科","不详"
"002364.SZ","中恒电气","聂美玲","证券事务代表","","女","中国","本科","不详"
"002358.SZ","森源电气","赵中亭","副总经理","405600.0","男","中国","大专","不详"
"002358.SZ","森源电气","张校伟","证券事务代表","127600.0","男","中国","本科","不详"
"002358.SZ","森源电气","王志安","副总经理","522000.0","男","中国","本科","不详"
"002358.SZ","森源电气","崔付军","董事会秘书","473600.0","男","中国","大专","不详"
"002358.SZ","森源电气","崔付军","副总经理","473600.0","男","中国","大专","不详"
"002358.SZ","森源电气","赵巧","财务总监","406000.0","女","中国","本科","不详"
"002358.SZ","森源电气","曹宏","总经理","675900.0","男","中国","硕士","洛阳工学院"
"002358.SZ","森源电气","李长领","副总经理","405500.0","男","中国","硕士","不详"
"002358.SZ","森源电气","韩永亮","副总经理","","男","中国","不详","不详"
"002358.SZ","森源电气","马炳烈","副总经理, 总工程师","680700.0","男","中国","本科","西安交通大学"
"002361.SZ","神剑股份","刘志坚","总经理","773700.0","男","中国","硕士","不详"
"002361.SZ","神剑股份","刘绍宏","副总经理","346200.0","男","中国","大专","不详"
"002361.SZ","神剑股份","罗譞","审计部经理","346100.0","男","中国","本科","不详"
"002361.SZ","神剑股份","武振生","证券事务代表","","男","中国","本科","不详"
"002361.SZ","神剑股份","吴昌国","董事会秘书, 财务总监","343600.0","男","中国","大专","不详"
"002359.SZ","北讯集团","崔洪波","内审部负责人","","男","中国","本科","不详"
"002359.SZ","北讯集团","陈岩","总经理","480200.0","男","中国","硕士","不详"
"002359.SZ","北讯集团","陈岩","代董事会秘书","480200.0","男","中国","硕士","不详"
"002359.SZ","北讯集团","乔阳","财务负责人","113400.0","男","中国","硕士","不详"
"002370.SZ","亚太药业","陈尧根","总经理","482000.0","男","中国","大专","不详"
"002370.SZ","亚太药业","王丽云","副总经理","247000.0","女","中国","本科","不详"
"002370.SZ","亚太药业","胡宝坤","副总经理","247000.0","男","中国","本科","不详"
"002370.SZ","亚太药业","何珍","财务总监","258000.0","女","中国","大专","不详"
"002370.SZ","亚太药业","朱凤","证券事务代表","","女","中国","本科","不详"
"002370.SZ","亚太药业","沈依伊","副总经理","369400.0","男","中国","本科","不详"
"002370.SZ","亚太药业","沈依伊","董事会秘书","369400.0","男","中国","本科","不详"
"002370.SZ","亚太药业","谭钦水","副总经理","247000.0","男","中国","大专","不详"
"002370.SZ","亚太药业","陶丽琴","内审部负责人","","女","中国","大专","不详"
"002365.SZ","永安药业","吴玉熙","总经理","1920000.0","男","中国","大专","不详"
"002365.SZ","永安药业","董世豪","副总经理","1058800.0","男","中国","大专","不详"
"002365.SZ","永安药业","戴享珍","高级管理人员","599200.0","女","中国","本科","湖北大学"
"002365.SZ","永安药业","骆百能","内部审计负责人","599200.0","男","中国","本科","不详"
"002365.SZ","永安药业","骆百能","高级管理人员","599200.0","男","中国","本科","不详"
"002365.SZ","永安药业","邓永红","证券事务代表","","女","中国","大专","不详"
"002365.SZ","永安药业","梅松林","高级管理人员","599200.0","男","中国","中专","不详"
"002365.SZ","永安药业","丁红莉","副总经理","900000.0","女","中国","硕士","不详"
"002365.SZ","永安药业","方锡权","技术总监","952700.0","男","中国","本科","不详"
"002365.SZ","永安药业","方锡权","副总经理","952700.0","男","中国","本科","不详"
