"股票代码","股票简称","高管姓名","高管职务","高管薪酬","高管性别","高管国籍","高管学历","高管毕业学校"
"002317.SZ","众生药业","龙超峰","副总经理","365600.0","男","中国","硕士","不详"
"002317.SZ","众生药业","陈永红","总经理","440200.0","男","中国","硕士","不详"
"002317.SZ","众生药业","李滔","副总经理","303000.0","男","中国","硕士","不详"
"002317.SZ","众生药业","张玉冲","副总经理, 董事会秘书","42000.0","女","中国","硕士","不详"
"002317.SZ","众生药业","陈子敏","证券事务代表","","男","中国","本科","不详"
"002317.SZ","众生药业","刘霜","副总经理","","男","中国","硕士","不详"
"002315.SZ","焦点科技","黄良发","高级副总裁","438700.0","男","中国","本科","不详"
"002315.SZ","焦点科技","许剑峰","高级副总裁","900500.0","男","中国","本科","不详"
"002315.SZ","焦点科技","迟梦洁","证券事务代表","","女","中国","硕士","不详"
"002315.SZ","焦点科技","迟梦洁","董事会秘书","","女","中国","硕士","不详"
"002315.SZ","焦点科技","顾军","财务总监","452900.0","男","中国","本科","不详"
"002315.SZ","焦点科技","刘九兰","内部审计部负责人","","女","中国","中专","不详"
"002315.SZ","焦点科技","沈锦华","总裁","260500.0","男","中国","硕士","不详"
"002319.SZ","乐通股份","刘明","总裁","388400.0","男","中国","硕士","不详"
"002319.SZ","乐通股份","张志源","审计部经理","","男","中国","本科","不详"
"002319.SZ","乐通股份","黄秋英","财务总监","320300.0","女","中国","大专","不详"
"002319.SZ","乐通股份","张勇","副总裁","320900.0","男","中国","本科","不详"
"002319.SZ","乐通股份","郭蒙","董事会秘书","300400.0","女","中国","本科","不详"
"002319.SZ","乐通股份","杨婉秋","证券事务代表","","女","中国","本科","不详"
"002319.SZ","乐通股份","肖诗强","副总经理","820000.0","男","中国","本科","不详"
"002318.SZ","久立特材","李郑周","总经理","658000.0","男","中国","硕士","不详"
"002318.SZ","久立特材","张建新","副总经理","","男","中国","大专","不详"
"002318.SZ","久立特材","徐阿敏","副总经理","416000.0","男","中国","本科","不详"
"002318.SZ","久立特材","郑杰英","副总经理","447000.0","女","中国","硕士","不详"
"002318.SZ","久立特材","杨佩芬","财务负责人","378000.0","女","中国","本科","不详"
"002318.SZ","久立特材","王长城","常务副总经理","438000.0","男","中国","大专","不详"
"002318.SZ","久立特材","苏诚","总工程师","428000.0","男","中国","本科","不详"
"002318.SZ","久立特材","赵建芳","内部审计负责人","","女","中国","本科","不详"
"002318.SZ","久立特材","寿昊添","董事会秘书","130600.0","男","中国","本科","不详"
"002324.SZ","普利特","周文","总经理","616300.0","男","中国","硕士","不详"
"002324.SZ","普利特","周武","副总经理","670800.0","男","中国","硕士","不详"
"002324.SZ","普利特","李宏","副总经理","686500.0","男","中国","本科","不详"
"002324.SZ","普利特","林义擎","内部审计负责人","","男","中国","硕士","不详"
"002324.SZ","普利特","杨帆","证券事务代表","","男","中国","硕士","不详"
"002324.SZ","普利特","储民宏","董事会秘书","644200.0","男","中国","硕士","不详"
"002324.SZ","普利特","储民宏","副总经理, 财务负责人","644200.0","男","中国","硕士","不详"
"002323.SZ","*ST百特","唐继勇","总经理","","男","中国","本科","不详"
"002323.SZ","*ST百特","唐继勇","代董事会秘书","","男","中国","本科","不详"
"002323.SZ","*ST百特","唐继勇","代财务总监","","男","中国","本科","不详"
"002323.SZ","*ST百特","余涛","副总经理","","男","中国","博士","不详"
"002323.SZ","*ST百特","郭宇飞","副总经理","","男","中国","博士","不详"
"002323.SZ","*ST百特","李志辉","副总经理","","男","中国","本科","不详"
"002323.SZ","*ST百特","耿跃云","副总经理","","男","中国","本科","不详"
"002321.SZ","华英农业","闵群","常务副总经理","218000.0","女","中国","本科","不详"
"002321.SZ","华英农业","李远平","副总经理","208000.0","男","中国","本科","不详"
"002321.SZ","华英农业","李世良","副总经理","208000.0","男","中国","硕士","不详"
"002321.SZ","华英农业","胡志兵","副总经理","208000.0","男","中国","大专","不详"
"002321.SZ","华英农业","张家明","常务副总经理","218000.0","男","中国","大专","不详"
"002321.SZ","华英农业","胡奎","副总经理","208000.0","男","中国","本科","不详"
"002321.SZ","华英农业","汪开江","财务总监","208000.0","男","中国","本科","不详"
"002321.SZ","华英农业","汪开江","总经理","208000.0","男","中国","本科","不详"
"002321.SZ","华英农业","金厚军","审计部负责人","94000.0","男","中国","本科","不详"
"002321.SZ","华英农业","范俊岭","副总经理","208000.0","男","中国","本科","不详"
"002321.SZ","华英农业","杜道峰","副总经理, 董事会秘书","208000.0","男","中国","硕士","不详"
"002321.SZ","华英农业","姚育飞","副总经理","208000.0","男","中国","大专","不详"
"002321.SZ","华英农业","何志峰","证券事务代表","","男","中国","硕士","不详"
"002322.SZ","理工环科","周方洁","总经理","620000.0","男","中国","硕士","不详"
"002322.SZ","理工环科","李雪会","副总经理, 董事会秘书","510000.0","男","中国","本科","不详"
"002322.SZ","理工环科","王惠芬","副总经理, 财务负责人","560000.0","女","中国","硕士","不详"
"002322.SZ","理工环科","俞凌佳","证券事务代表","","女","中国","本科","不详"
"002322.SZ","理工环科","杨柳锋","副总经理","632000.0","男","中国","本科","不详"
"002322.SZ","理工环科","郑水娟","内部审计负责人","","女","中国","本科","不详"
"002322.SZ","理工环科","伍卫国","副总经理","500000.0","男","中国","本科","不详"
"002322.SZ","理工环科","欧江玲","副总经理","383750.0","男","中国","高中","不详"
"002322.SZ","理工环科","欧阳强","副总经理","1971750.2","男","中国","硕士","不详"
"002325.SZ","洪涛股份","王全国","副总经理","736000.0","男","中国","本科","不详"
"002325.SZ","洪涛股份","李少军","总工程师","","男","中国","本科","不详"
"002325.SZ","洪涛股份","简金英","证券事务代表","","女","中国","硕士","香港浸会大学||华南理工大学"
"002325.SZ","洪涛股份","韩玖峰","副总经理","940000.0","男","中国","硕士","不详"
"002325.SZ","洪涛股份","宋华","财务总监","752000.0","男","中国","本科","不详"
"002325.SZ","洪涛股份","苏毅","副总经理","784000.0","男","澳大利亚","博士","不详"
"002325.SZ","洪涛股份","刘望","总经理","672000.0","男","中国","本科","不详"
"002325.SZ","洪涛股份","刘文苑","副总经理","736000.0","男","中国","本科","不详"
"002325.SZ","洪涛股份","钟臻卓","副总经理","552000.0","男","中国","硕士","不详"
"002325.SZ","洪涛股份","王小连","副总经理, 董事会秘书","214700.0","女","中国","本科","不详"
"002325.SZ","洪涛股份","易沙","副总经理","","男","中国","硕士","不详"
"002325.SZ","洪涛股份","黄亚烈","副总经理","","男","中国","本科","不详"
"002330.SZ","得利斯","刘鹏","证券事务代表","","男","中国","本科","不详"
"002330.SZ","得利斯","于瑞波","总经理","460000.0","男","中国","本科","不详"
"002330.SZ","得利斯","于瑞波","营销总监","460000.0","男","中国","本科","不详"
"002330.SZ","得利斯","郑洪光","副总经理","290000.0","男","中国","大专","不详"
"002330.SZ","得利斯","郑洪光","生产总监","290000.0","男","中国","大专","不详"
"002330.SZ","得利斯","郑思敏","行政总监","360000.0","女","中国","本科","山东大学"
"002330.SZ","得利斯","柴瑞芳","副总经理, 财务总监","230000.0","女","中国","本科","不详"
"002330.SZ","得利斯","李光强","副总经理, 董事会秘书","113300.0","男","中国","本科","不详"
"002330.SZ","得利斯","王在刚","内审部负责人","","男","中国","不详","不详"
"002330.SZ","得利斯","陈琳","副总经理","","女","中国","硕士","不详"
"002327.SZ","富安娜","林国芳","总经理","968400.0","男","中国","高中","不详"
"002327.SZ","富安娜","陈国红","副总经理","540000.0","女","中国","大专","不详"
"002327.SZ","富安娜","何雪晴","副总经理","701600.0","女","中国","大专","不详"
"002327.SZ","富安娜","龚芸","副总经理, 董事会秘书","","女","中国","本科","武汉理工大学||北京大学"
"002327.SZ","富安娜","周洪涛","副总经理, 财务总监","","男","中国","本科","不详"
"002327.SZ","富安娜","李蔚","内部审计机构负责人","","女","中国","硕士","不详"
"002332.SZ","仙琚制药","张宇松","总经理","1063200.0","男","中国","本科","不详"
"002332.SZ","仙琚制药","应明华","副总经理","691100.0","男","中国","本科","不详"
"002332.SZ","仙琚制药","徐衠","副总经理","744200.0","男","中国","硕士","不详"
"002332.SZ","仙琚制药","张王伟","董事会秘书","153300.0","男","中国","本科","中国药科大学"
"002332.SZ","仙琚制药","陈伟萍","证券事务代表","","女","中国","不详","不详"
"002332.SZ","仙琚制药","王瑶华","财务总监","637900.0","女","中国","本科","不详"
"002332.SZ","仙琚制药","徐秀燕","审计部负责人","","女","中国","本科","不详"
"002332.SZ","仙琚制药","Carlo Cartasegna","副总经理","78100.0","男","意大利","博士","不详"
"002326.SZ","永太科技","何人宝","总经理","291300.0","男","中国","硕士","不详"
"002326.SZ","永太科技","金逸中","副总经理","250600.0","男","中国","本科","不详"
"002326.SZ","永太科技","王春华","副总经理","185600.0","男","中国","硕士","不详"
"002326.SZ","永太科技","白友桥","副总经理","223100.0","男","中国","本科","不详"
"002326.SZ","永太科技","章正秋","副总经理","225600.0","男","中国","大专","不详"
"002326.SZ","永太科技","黄锦峰","副总经理","239700.0","男","中国","本科","不详"
"002326.SZ","永太科技","卫禾耕","副总经理","240600.0","男","中国","硕士","不详"
"002326.SZ","永太科技","王英","证券事务代表","","女","中国","大专","不详"
"002326.SZ","永太科技","于文娟","审计部经理","","女","中国","本科","不详"
"002326.SZ","永太科技","张江山","副总经理, 董事会秘书","126600.0","男","中国","本科","不详"
"002326.SZ","永太科技","陈一进","副总经理","","男","中国","硕士","不详"
"002326.SZ","永太科技","陈丽洁","人事行政总监","210600.0","女","中国","大专","不详"
"002326.SZ","永太科技","陈丽洁","财务总监","210600.0","女","中国","大专","不详"
"002334.SZ","英威腾","黄申力","总经理","690000.0","男","中国","本科","东南大学"
"002334.SZ","英威腾","张清","制造总监","520000.0","男","中国","本科","东南大学"
"002334.SZ","英威腾","张清","副总经理","520000.0","男","中国","本科","东南大学"
"002334.SZ","英威腾","张科孟","研发总监","590000.0","男","中国","硕士","同济大学"
"002334.SZ","英威腾","张科孟","副总经理","590000.0","男","中国","硕士","同济大学"
"002334.SZ","英威腾","刘玲芳","证券事务代表","","女","中国","本科","不详"
"002334.SZ","英威腾","鄢光敏","副总经理, 董事会秘书","410000.0","女","中国","本科","武汉大学"
"002334.SZ","英威腾","李颖","人力资源总监","590000.0","女","中国","硕士","威尔士大学||吉林工程技术师范学院"
"002334.SZ","英威腾","李颖","副总经理","590000.0","女","中国","硕士","威尔士大学||吉林工程技术师范学院"
"002334.SZ","英威腾","康莉","财务总监","","女","中国","本科","不详"
"002334.SZ","英威腾","黄永","内部审计负责人","","男","中国","本科","不详"
"002333.SZ","罗普斯金","钱芳","总经理","1267900.0","女","中国","本科","不详"
"002333.SZ","罗普斯金","施健","董事会秘书","898100.0","男","中国","硕士","不详"
"002333.SZ","罗普斯金","施健","副总经理","898100.0","男","中国","硕士","不详"
"002333.SZ","罗普斯金","俞军","财务负责人","498800.0","男","中国","硕士","不详"
"002333.SZ","罗普斯金","夏金玲","证券事务代表","","女","中国","本科","不详"
"002333.SZ","罗普斯金","沈靖宇","内部审计部门负责人","","女","中国","本科","不详"
"002328.SZ","新朋股份","汪培毅","副总裁","1237500.0","男","中国","本科","不详"
"002328.SZ","新朋股份","徐继坤","事业部总经理","1213300.0","男","中国","本科","不详"
"002328.SZ","新朋股份","徐继坤","副总裁","1213300.0","男","中国","本科","不详"
"002328.SZ","新朋股份","沈晓青","事业部总经理","1160300.0","男","中国","本科","不详"
"002328.SZ","新朋股份","沈晓青","副总裁","1160300.0","男","中国","本科","不详"
"002328.SZ","新朋股份","付叔詹","事业部总经理","","男","中国","本科","不详"
"002328.SZ","新朋股份","赵建刚","事业部总经理","","男","中国","不详","不详"
"002328.SZ","新朋股份","顾俊","证券事务代表","","男","中国","本科","不详"
"002328.SZ","新朋股份","郑伟强","总裁, 财务负责人","700300.0","男","中国","大专","不详"
"002328.SZ","新朋股份","李文君","董事会秘书","","男","中国","硕士","不详"
"002328.SZ","新朋股份","金敏慧","审计室负责人","","女","中国","本科","上海财经大学"
"002331.SZ","皖通科技","孙胜","副总经理","455100.0","男","中国","本科","不详"
"002331.SZ","皖通科技","张玉梅","内部审计部负责人","","女","中国","大专","不详"
"002331.SZ","皖通科技","孔梅","副总经理","285300.0","女","中国","大专","不详"
"002331.SZ","皖通科技","潘大圣","副总经理, 董事会秘书","","男","中国","硕士","不详"
"002331.SZ","皖通科技","叶玲珍","证券事务代表","","女","中国","硕士","不详"
"002331.SZ","皖通科技","周发展","总经理","","男","中国","本科","不详"
"002331.SZ","皖通科技","卢玉平","财务负责人","259100.0","男","中国","本科","不详"
"002329.SZ","皇氏集团","谢秉锵","副总裁","282000.0","男","中国","本科","不详"
"002329.SZ","皇氏集团","伍云","副总裁","268000.0","女","中国","硕士","不详"
"002329.SZ","皇氏集团","王婉芳","董事会秘书","171800.0","女","中国","硕士","不详"
"002329.SZ","皇氏集团","陈易一","总裁","151700.0","男","中国","本科","不详"
"002329.SZ","皇氏集团","罗钧","审计部负责人","","男","中国","本科","不详"
"002329.SZ","皇氏集团","康婷","财务负责人","","女","中国","本科","不详"
"002329.SZ","皇氏集团","杨洪军","副总裁","182800.0","男","中国","本科","不详"
"002335.SZ","科华恒盛","陈成辉","总裁","1116600.0","男","中国","硕士","不详"
"002335.SZ","科华恒盛","林仪","副总裁","1088100.0","女","中国","硕士","新疆石河子大学"
"002335.SZ","科华恒盛","林清民","副总裁","621400.0","男","中国","硕士","不详"
"002335.SZ","科华恒盛","梁舒展","副总裁","691900.0","男","中国","本科","不详"
"002335.SZ","科华恒盛","陈四雄","副总裁","863200.0","男","中国","本科","不详"
"002335.SZ","科华恒盛","王裕芳","审计部负责人","","男","中国","本科","不详"
"002335.SZ","科华恒盛","邓鸿飞","副总裁","815100.0","男","中国","硕士","不详"
"002335.SZ","科华恒盛","汤珊","副总裁, 财务总监","749500.0","女","中国","本科","不详"
"002335.SZ","科华恒盛","林韬","董事会秘书","453000.0","男","中国","硕士","不详"
"002335.SZ","科华恒盛","姚飞平","副总裁","762300.0","男","中国","本科","不详"
"002335.SZ","科华恒盛","黄志群","副总裁","827900.0","男","中国","硕士","不详"
"002335.SZ","科华恒盛","赖紫婷","证券事务代表","","女","中国","本科","不详"
"002336.SZ","人人乐","何金明","总裁","0.0","男","中国","本科","不详"
"002336.SZ","人人乐","宋琦","高级执行总裁","650000.0","女","中国","大专","不详"
"002336.SZ","人人乐","蔡慧明","副总裁, 董事会秘书","1105000.0","男","中国","硕士","不详"
"002336.SZ","人人乐","何浩","首席营运官","793000.0","男","中国","硕士","中欧国际工商学院"
"002336.SZ","人人乐","何浩","执行总裁","793000.0","男","中国","硕士","中欧国际工商学院"
"002336.SZ","人人乐","那璜懿","副总裁","975000.0","男","中国","大专","不详"
"002336.SZ","人人乐","石勇","副总裁","841600.0","男","中国","本科","不详"
"002336.SZ","人人乐","石勇","财务总监","841600.0","男","中国","本科","不详"
"002336.SZ","人人乐","曹泽勇","内部审计机构负责人","","男","中国","大专","不详"
"002336.SZ","人人乐","范文彬","内部审计机构负责人","","男","中国","硕士","不详"
"002336.SZ","人人乐","王静","证券事务代表","","女","中国","本科","不详"
"002336.SZ","人人乐","张伟","副总裁","919600.0","男","中国","硕士","不详"
"002336.SZ","人人乐","郭耀鹏","副总裁","858000.0","男","中国","本科","不详"
"002337.SZ","赛象科技","史航","总经理","327000.0","男","中国","硕士","不详"
"002337.SZ","赛象科技","韩子森","常务副总经理","305000.0","男","中国","本科","不详"
"002337.SZ","赛象科技","贾友旗","总调度长","","男","中国","大专","不详"
"002337.SZ","赛象科技","王佳","证券事务代表","142000.0","女","中国","本科","不详"
"002337.SZ","赛象科技","王红军","副总经理","231000.0","男","中国","硕士","不详"
"002337.SZ","赛象科技","向源芳","副总经理","310000.0","男","中国","本科","不详"
"002337.SZ","赛象科技","张洪超","审计部负责人","","男","中国","本科","不详"
"002337.SZ","赛象科技","焦君涵","副总经理, 董事会秘书, 财务总监","283000.0","女","中国","硕士","不详"
"002337.SZ","赛象科技","张继梁","副总经理","275000.0","男","中国","硕士","不详"
"002338.SZ","奥普光电","张艳辉","副总经理","486800.0","女","中国","硕士","不详"
"002338.SZ","奥普光电","孟刚","副总经理","496500.0","男","中国","本科","吉林工学院"
"002338.SZ","奥普光电","王小东","副总经理, 董事会秘书","495700.0","男","中国","硕士","西安交通大学||中国工程物理研究院"
"002338.SZ","奥普光电","张箭","审计机构负责人","","男","中国","大专","不详"
"002338.SZ","奥普光电","徐爱民","财务负责人","344000.0","男","中国","硕士","不详"
"002338.SZ","奥普光电","高劲松","总经理","224600.0","男","中国","博士","不详"
"002338.SZ","奥普光电","郑立功","常务副总经理","203300.0","男","中国","博士","不详"
"002338.SZ","奥普光电","冯长有","副总经理","497600.0","男","中国","本科","长春工业大学"
"002338.SZ","奥普光电","周健","证券事务代表","","女","中国","硕士","不详"
"002341.SZ","新纶科技","崔山金","审计部负责人","","男","中国","硕士","不详"
"002341.SZ","新纶科技","王凤德","副总裁","252300.0","男","中国","博士","不详"
"002341.SZ","新纶科技","侯海峰","副总裁","584000.0","男","中国","本科","不详"
"002341.SZ","新纶科技","马素清","财务总监","314000.0","男","中国","本科","不详"
"002341.SZ","新纶科技","傅博","总裁","665200.0","男","中国","硕士","不详"
"002341.SZ","新纶科技","翁铁建","副总裁","396000.0","男","中国","硕士","不详"
"002341.SZ","新纶科技","王友伦","副总裁","397400.0","男","中国","本科","不详"
"002341.SZ","新纶科技","高翔","董事会秘书","363500.0","男","中国","硕士","不详"
"002341.SZ","新纶科技","高翔","副总裁","363500.0","男","中国","硕士","不详"
"002341.SZ","新纶科技","阮征","证券事务代表","","女","中国","本科","不详"
"002341.SZ","新纶科技","吴智华","副总裁","393600.0","男","中国","硕士","不详"
"002340.SZ","格林美","许开华","总经理","3464700.0","男","中国","硕士","不详"
"002340.SZ","格林美","周继锋","副总经理","546100.0","男","中国","本科","不详"
"002340.SZ","格林美","宋万祥","财务总监","835900.0","男","中国","本科","不详"
"002340.SZ","格林美","宋万祥","副总经理","835900.0","男","中国","本科","不详"
"002340.SZ","格林美","王敏","常务副总经理","2964700.0","女","中国","大专","不详"
"002340.SZ","格林美","彭伟","内审部负责人","","男","中国","本科","不详"
"002340.SZ","格林美","张宇平","副总经理","684900.0","男","中国","博士","不详"
"002340.SZ","格林美","张翔","副总经理","626600.0","女","中国","硕士","不详"
"002340.SZ","格林美","吴光源","副总经理","805200.0","男","中国","不详","不详"
"002340.SZ","格林美","程青民","证券事务代表","","男","中国","硕士","不详"
"002340.SZ","格林美","欧阳铭志","副总经理","829100.0","男","中国","硕士","不详"
"002340.SZ","格林美","欧阳铭志","董事会秘书","829100.0","男","中国","硕士","不详"
"002340.SZ","格林美","陈斌章","总会计师","930300.0","男","中国","不详","不详"
"002340.SZ","格林美","潘骅","副总经理","1123300.0","男","中国","本科","不详"
"002340.SZ","格林美","鲁习金","副总经理","612000.0","男","中国","硕士","不详"
"002340.SZ","格林美","张爱青","副总经理","1286300.0","男","中国","本科","不详"
"002342.SZ","巨力索具","张虹","总裁","388000.0","女","中国","硕士","不详"
"002342.SZ","巨力索具","李彦英","副总裁","270000.0","女","中国","硕士","不详"
"002342.SZ","巨力索具","张云","董事会秘书","100000.0","男","中国","本科","不详"
"002342.SZ","巨力索具","杜学国","副总裁","300000.0","男","中国","大专","不详"
"002342.SZ","巨力索具","李化","证券事务代表","","男","中国","本科","不详"
"002342.SZ","巨力索具","杨超","副总裁","300000.0","男","中国","本科","不详"
"002342.SZ","巨力索具","付强","财务总监","160000.0","男","中国","本科","不详"
"002342.SZ","巨力索具","刘玉坤","内部审计负责人","","女","中国","本科","不详"
"002339.SZ","积成电子","冯东","副总经理","488300.0","男","中国","本科","不详"
"002339.SZ","积成电子","王良","总经理","525500.0","男","中国","硕士","不详"
"002339.SZ","积成电子","严中华","常务副总经理, 财务负责人","529900.0","男","中国","硕士","不详"
"002339.SZ","积成电子","李文峰","副总经理","454700.0","男","中国","本科","不详"
"002339.SZ","积成电子","刘慧娟","证券事务代表","","女","中国","本科","不详"
"002339.SZ","积成电子","李媛媛","审计部负责人","","女","中国","本科","不详"
"002339.SZ","积成电子","寇晓明","副总经理","614100.0","男","中国","本科","不详"
"002339.SZ","积成电子","姚斌","董事会秘书","454000.0","男","中国","硕士","不详"
"002339.SZ","积成电子","姚斌","副总经理","454000.0","男","中国","硕士","不详"
"002344.SZ","海宁皮城","钱娟萍","执行总裁","600000.0","女","中国","本科","不详"
"002344.SZ","海宁皮城","章伟强","副总经理","528000.0","男","中国","本科","不详"
"002344.SZ","海宁皮城","杨克琪","证券事务代表","","男","中国","本科","不详"
"002344.SZ","海宁皮城","张月明","总经理","525000.0","男","中国","本科","不详"
"002344.SZ","海宁皮城","徐侃煦","常务副总经理","396000.0","男","中国","硕士","不详"
"002344.SZ","海宁皮城","张国兴","副总经理","462600.0","男","中国","本科","不详"
"002344.SZ","海宁皮城","陈月凤","副总经理","366000.0","女","中国","本科","不详"
"002344.SZ","海宁皮城","陈月凤","内部审计部门负责人","366000.0","女","中国","本科","不详"
"002344.SZ","海宁皮城","乔欣","财务总监","213300.0","女","中国","硕士","不详"
"002344.SZ","海宁皮城","王红晖","副总经理","528000.0","男","中国","本科","不详"
"002344.SZ","海宁皮城","孙宇民","副总经理","528000.0","男","中国","本科","不详"
"002344.SZ","海宁皮城","孙宇民","董事会秘书","528000.0","男","中国","本科","不详"
"002350.SZ","北京科锐","王建","副总经理","923200.0","男","中国","本科","清华大学"
"002350.SZ","北京科锐","安志钢","副总经理","534700.0","男","中国","硕士","北京大学"
"002350.SZ","北京科锐","申威","总经理","715900.0","男","中国","硕士","清华大学"
"002350.SZ","北京科锐","袁钦成","副总经理","501600.0","男","中国","硕士","不详"
"002350.SZ","北京科锐","朱明","副总经理","626600.0","男","中国","本科","不详"
"002350.SZ","北京科锐","唐钢","审计部负责人","408600.0","男","中国","本科","不详"
"002350.SZ","北京科锐","李金明","财务总监","443900.0","男","中国","本科","不详"
"002350.SZ","北京科锐","刘后弟","证券事务代表","","女","中国","硕士","不详"
"002350.SZ","北京科锐","郭文亮","董事会秘书","537200.0","男","中国","硕士","北京大学"
"002343.SZ","慈文传媒","陈咏梅","内部审计部负责人","","女","中国","本科","不详"
"002343.SZ","慈文传媒","马中骏","总经理","750000.0","男","中国","不详","不详"
"002343.SZ","慈文传媒","马中骏","代董事会秘书","750000.0","男","中国","不详","不详"
"002343.SZ","慈文传媒","龚伟萍","财务总监","450000.0","女","中国","本科","不详"
"002343.SZ","慈文传媒","李华","副总经理","180000.0","女","中国","本科","不详"
"002343.SZ","慈文传媒","赵斌","副总经理","450000.0","男","中国","本科","不详"
"002343.SZ","慈文传媒","罗士民","证券事务代表","","男","中国","硕士","不详"
"002343.SZ","慈文传媒","陈棉华","审计部负责人","","男","中国","大专","不详"
"002347.SZ","泰尔股份","邰正彪","总经理","554700.0","男","中国","硕士","南京大学||清华大学"
"002347.SZ","泰尔股份","夏清华","副总经理","523600.0","男","中国","硕士","不详"
"002347.SZ","泰尔股份","杨晓明","董事会秘书","384800.0","男","中国","硕士","不详"
"002347.SZ","泰尔股份","董吴霞","证券事务代表","","女","中国","本科","不详"
"002347.SZ","泰尔股份","黄姝静","审计机构负责人","","女","中国","本科","不详"
"002347.SZ","泰尔股份","董文奎","财务总监","","男","中国","本科","不详"
"002352.SZ","顺丰控股","林哲莹","副总经理","1527400.0","男","不详","博士","不详"
"002352.SZ","顺丰控股","王卫","总经理","1125400.0","男","中国","不详","不详"
"002352.SZ","顺丰控股","杜浩洋","副总经理","2945400.0","男","中国","硕士","不详"
"002352.SZ","顺丰控股","罗世礼","副总经理","9200400.0","男","中国香港","不详","不详"
"002352.SZ","顺丰控股","伍玮婷","副总经理, 财务负责人","4088600.0","女","中国香港","本科","不详"
"002352.SZ","顺丰控股","李胜","副总经理","4820400.0","男","中国","本科","不详"
"002352.SZ","顺丰控股","许志君","副总经理","2754300.0","男","中国","硕士","不详"
"002352.SZ","顺丰控股","梁翔","副总经理","3729200.0","男","中国香港","本科","不详"
"002352.SZ","顺丰控股","甘玲","副总经理, 董事会秘书","1922200.0","女","中国","硕士","不详"
"002352.SZ","顺丰控股","曾静","证券事务代表","","女","中国","硕士","不详"
"002352.SZ","顺丰控股","刘国华","内审部负责人","","男","中国","不详","不详"
"002353.SZ","杰瑞股份","王继丽","总裁","820000.0","女","中国","本科","黑龙江矿业学院"
"002353.SZ","杰瑞股份","刘东","副总裁","460000.0","男","中国","本科","重庆大学"
"002353.SZ","杰瑞股份","张志刚","总经理助理","","男","中国","本科","不详"
"002353.SZ","杰瑞股份","张志刚","副总裁, 董事会秘书","","男","中国","本科","不详"
"002353.SZ","杰瑞股份","李志勇","副总裁","720000.0","男","中国","大专","本溪冶金高等专科学校"
"002353.SZ","杰瑞股份","李雪峰","财务总监","460000.0","男","中国","本科","佳木斯大学"
"002353.SZ","杰瑞股份","曲宁","证券事务代表","","女","中国","本科","不详"
"002353.SZ","杰瑞股份","吕瑞","内部审计负责人","","女","中国","本科","不详"
"002349.SZ","精华制药","周云中","总经理","770000.0","男","中国","硕士","不详"
"002349.SZ","精华制药","周云中","总工程师","770000.0","男","中国","硕士","不详"
"002349.SZ","精华制药","宋皞","副总经理","540000.0","男","中国","硕士","不详"
"002349.SZ","精华制药","杨小军","副总经理","600000.0","男","中国","硕士","不详"
"002349.SZ","精华制药","杨小军","财务负责人","600000.0","男","中国","硕士","不详"
"002349.SZ","精华制药","曹燕红","副总经理","560000.0","女","中国","本科","不详"
"002349.SZ","精华制药","朱千勇","副总经理","600000.0","男","中国","硕士","不详"
"002349.SZ","精华制药","王剑锋","董事会秘书","400000.0","男","中国","本科","不详"
"002349.SZ","精华制药","夏江","内审部门负责人","","男","中国","大专","不详"
"002349.SZ","精华制药","吴玉祥","副总经理","520000.0","男","中国","本科","不详"
"002345.SZ","潮宏基","廖创宾","总经理","685000.0","男","中国","硕士","不详"
"002345.SZ","潮宏基","林军平","副总经理","410800.0","男","中国","硕士","不详"
"002345.SZ","潮宏基","蔡中华","副总经理","828500.0","男","中国","本科","不详"
"002345.SZ","潮宏基","徐俊雄","董事会秘书","417200.0","男","中国","本科","不详"
"002345.SZ","潮宏基","徐俊雄","副总经理","417200.0","男","中国","本科","不详"
"002345.SZ","潮宏基","苏旭东","财务总监","468000.0","男","中国","硕士","不详"
"002345.SZ","潮宏基","林育昊","证券事务代表","","男","中国","本科","不详"
"002345.SZ","潮宏基","陈依莎","审计部负责人","","女","中国","本科","不详"
"002345.SZ","潮宏基","林斌生","副总经理","822200.0","男","中国","本科","不详"
"002348.SZ","高乐股份","杨旭恩","总经理","720000.0","男","中国","本科","不详"
"002348.SZ","高乐股份","杨广城","副总经理","769500.0","男","中国","硕士","不详"
"002348.SZ","高乐股份","杨锡洪","副总经理","144000.0","男","中国","高中","不详"
"002348.SZ","高乐股份","方雁葵","副总经理","240000.0","男","中国","本科","不详"
"002348.SZ","高乐股份","刘静莉","内部审计部负责人","","女","中国","本科","不详"
"002348.SZ","高乐股份","陈锡廷","证券事务代表","","男","中国","本科","不详"
"002348.SZ","高乐股份","杨其新","副总经理","794000.0","男","中国","高中","不详"
"002348.SZ","高乐股份","章耿源","副总经理, 董事会秘书","","男","中国","硕士","不详"
"002348.SZ","高乐股份","沈梅","财务总监","180000.0","女","中国","大专","不详"
"002346.SZ","柘中股份","蒋陆峰","总经理","100000.0","男","中国","硕士","不详"
"002346.SZ","柘中股份","马瑜骅","副总经理","100000.0","男","中国","硕士","不详"
"002346.SZ","柘中股份","黄启新","总经济师","","男","中国","大专","不详"
"002346.SZ","柘中股份","郭加广","副总经理","100000.0","男","中国","本科","不详"
"002346.SZ","柘中股份","郭加广","董事会秘书","100000.0","男","中国","本科","不详"
